Host,business/finance,education/research,entertainment,health/medical,news/press,politics/government/law,sports,tech/science
11336,0.16340845515079652,0.008292299597542954,0.7742806585532864,0.00461905791209353,0.01637378665885112,0.006514113820517349,0.004575408979868165,0.021936219327043725
14563,0.1439110640448352,0.01130733061193134,0.7763323755801943,0.006679404211038421,0.014993870831218661,0.011387791823343525,0.004226686802939455,0.031161476094499162
7410,0.7679322154173841,0.012380343314813332,0.09171480532549821,0.011949971959909596,0.029138825514710854,0.04806063507910283,0.012671894479742374,0.02615130890883873
19408,0.2661502161132868,0.07877392393520125,0.1315646543379859,0.013646249616738604,0.023093245803129384,0.020520464198743656,0.012499042783510377,0.45375220321140397
2586,0.11090604381104599,0.011451341215810443,0.02349443541919739,0.00550059631389507,0.004018999377196311,0.007191278876997086,0.0015488186676724204,0.8358884863181852
15151,0.20333967963053468,0.17758788652075702,0.20719285039861232,0.015791115030539378,0.020977024576934518,0.03356677271342892,0.014634030881134023,0.32691064024805916
3504,0.048972511683402546,0.4491726727565,0.04950724628674412,0.00587743130856363,0.008313765257113082,0.015921538678323,0.003426548508492539,0.41880828552086113
10419,0.061512474763344094,0.09304797136320153,0.049133488583628156,0.5979646411292794,0.023725745288018685,0.029894341687554303,0.007977105722590925,0.13674423146238285
17618,0.1278903658441864,0.3292060760623233,0.3208335214643007,0.008365223518480139,0.0151557965700723,0.02324644229410838,0.009032839041262735,0.166269735205266
13560,0.21626769836492515,0.01602476499251486,0.5683225564861109,0.011822585702276575,0.133446105306065,0.010447724538038348,0.019361603616789385,0.02430696099327978
13984,0.04382437722588452,0.029865810911880793,0.05213943167766655,0.004338450928386745,0.00827860003601911,0.8451889850459198,0.0015472509390487771,0.014817093235193795
9819,0.14438243458267688,0.4234105269624485,0.09802812608982799,0.009893470350727511,0.01639253722180508,0.03337135157825382,0.005716234899164892,0.26880531831509535
23949,0.08200560964096579,0.043394438376448054,0.668174842575927,0.0047285518894613875,0.010425513815039169,0.007316843435516864,0.0037736813420940762,0.18018051892454767
15002,0.09445177489392267,0.33522038526537734,0.26603601050120745,0.020907452922999236,0.02598368820981725,0.034587559822105006,0.010708126382367962,0.21210500200220314
3875,0.11663026936207506,0.2007923267653477,0.428470033886586,0.03372009534596941,0.036337747997097866,0.032259657158262525,0.008341917107204186,0.14344795237745728
26471,0.14912324020402495,0.04996160473511972,0.27544638330753723,0.3179826871332184,0.050893993606694624,0.09130109043970318,0.007973470688293908,0.05731752988540797
19885,0.3245435903909468,0.061051131071902076,0.4895333241052137,0.013864061572675352,0.020208278062843123,0.018009586443679174,0.005227372027865572,0.06756265632487415
5756,0.12106283883095062,0.04160279337620038,0.10121100907598693,0.5529863703218659,0.03083612221430058,0.10872986942229974,0.009859995619537893,0.03371100113885796
18070,0.1254287492071632,0.021156655352200477,0.15869248691622398,0.009361589033860775,0.012622470813310199,0.6367641053210538,0.006385457104469959,0.029588486251717633
6783,0.15592933411378168,0.02360055996916381,0.7068782194180221,0.0072101569126801655,0.017133391864959987,0.02606610777373854,0.0058271781823872465,0.05735505176526638
15975,0.538560068583853,0.026108558970348222,0.17608085681583469,0.014264610214951628,0.027156875284816657,0.012283619378706857,0.012975408035693558,0.19257000271579544
14779,0.8762562551240783,0.009593201724605219,0.0490835980845328,0.014269213396964847,0.008908789076034507,0.017304354565071237,0.0060137352829700095,0.018570852745743077
19237,0.1076705278165464,0.01097857697059191,0.8204492654669957,0.005184858074401485,0.010054436988696468,0.025197830653583227,0.003815098303813202,0.01664940572537143
26473,0.7768880647144579,0.014086441117798734,0.05738792239343421,0.009283896890930163,0.018532109750918818,0.015361361211137023,0.011050170529228862,0.09741003339209435
21311,0.6001716122927425,0.013155159753789041,0.2524470335477812,0.006592792766037225,0.019840861000024895,0.05581444813551695,0.014356688683209582,0.037621403820898666
27551,0.8215272181227412,0.006262136410785313,0.12098212437638149,0.007576238428076107,0.011057284753874255,0.006541897267308787,0.012876324048821847,0.013176776592010858
2705,0.0730600362099291,0.49452308221804475,0.07290211437640123,0.008519441368954123,0.018568615912864912,0.16702080750542841,0.003209927509885945,0.16219597489849144
12514,0.16533528795870428,0.3538865561313772,0.21731811004940277,0.01779588061264963,0.020476430519710903,0.023423233075093818,0.014846931005958039,0.18691757064710338
26485,0.009945279651203454,0.0035893616044078334,0.011328837118940139,0.0020586744566215517,0.0035634296336311635,0.0020133571369507107,0.0004932865679279392,0.9670077738303171
8906,0.11880058561800426,0.02691740249138628,0.11310940583124404,0.015319920282435001,0.01841245017891355,0.6603704271644426,0.003745965579174222,0.0433238428544001
674,0.09483963272835272,0.5493102455265823,0.08307179946839964,0.009382819896051562,0.016619917519363037,0.024668383737727693,0.008189598385784046,0.21391760273773888
9391,0.7595841075034857,0.012526423771862227,0.06751007341274372,0.005752913145288051,0.014665999365768507,0.01585007679411179,0.009840046738380145,0.11427035926835982
7712,0.6273535879016225,0.0198363849522261,0.19633059240139655,0.009734625868338754,0.023168333297110832,0.06922671382960596,0.010008422072166115,0.04434133967753302
17681,0.270353022896525,0.013135084428139546,0.6575497858866841,0.008513544877219932,0.008772634996892358,0.016467042199690692,0.007008293520857531,0.018200591193990773
15221,0.45809148160313173,0.02351710128784278,0.14569341356264268,0.014256925350715991,0.14930586645124075,0.1456471500958814,0.013228983170410968,0.0502590784781337
11436,0.7589660190247063,0.008059509447131609,0.1942287595779669,0.006402532157909098,0.006159450628427082,0.007171384629286166,0.003805566691922104,0.015206777842650832
23356,0.2787463561593827,0.022418867822577154,0.5815409156977512,0.012176953949306535,0.025164291469401384,0.0372812679592008,0.012419318826185166,0.030252028116195002
25632,0.08416009429032599,0.02051572048089928,0.13206190630888928,0.015757308122881224,0.012344251852305576,0.7033752372878023,0.004466698139488169,0.027318783517408192
11684,0.06764863979703119,0.39708845008491883,0.06717452582121217,0.11125091554810092,0.025014644882860915,0.04716154507621079,0.005175913533929805,0.2794853652557355
14883,0.26184586366085494,0.018773568202008827,0.1306112808865801,0.036377044999852975,0.18101518728221372,0.12354932890833412,0.2279078970636587,0.019919828996496684
20302,0.0700239459757088,0.3126673792556495,0.2065139505487729,0.029516703792810173,0.016865419769604584,0.05522608579203238,0.008158232428789745,0.3010282824366318
21899,0.1700434238092873,0.02855475149297987,0.6081126602095404,0.015082908534208322,0.04028151736065738,0.02237661790666761,0.06805192457971562,0.047496196106943486
15954,0.1257199467564294,0.041192396247370464,0.22861915179967857,0.0235220567545034,0.27457139882263093,0.25737554186126116,0.021490831158819033,0.027508676599307093
16830,0.32113665432071775,0.20963323764783431,0.24478117404492455,0.03938236566508825,0.02724577795286289,0.03089158073894856,0.014016486612636178,0.11291272301698754
12111,0.083512403818685,0.012570541713905323,0.06919121251033769,0.7541870029120288,0.0283164276254588,0.020697257387201178,0.015379362733073299,0.01614579129930998
11862,0.07005279162136817,0.2424238379856737,0.12902237605512104,0.00695719822580477,0.009190268782577605,0.48527621346663175,0.0031039716991202487,0.05397334216370272
26342,0.5697198782312338,0.009825630303911509,0.35072911138306667,0.0073534160264521475,0.016426592679491602,0.010117735069019359,0.009438755138850367,0.026388881167974637
11683,0.8450132300432269,0.010341619068087242,0.07550262052761325,0.007803891174482084,0.01856050417473292,0.014980402536053927,0.00751297503641306,0.02028475743939056
20741,0.046805486809903415,0.5360898019183173,0.06786684092578883,0.005254740207446827,0.007281244965869124,0.015577689914592355,0.0022536232407863654,0.31887057201729585
3927,0.07603699533391568,0.5589285103318392,0.08084047375720371,0.008934565772083998,0.0190422680459117,0.04949393155610778,0.007787510082392259,0.19893574512054557
17864,0.8323546020116138,0.0069395898769164105,0.05142975041813515,0.013889147816892317,0.016938694856235312,0.016020239598085226,0.0063566580996083045,0.05607131732251345
21896,0.05554755675804529,0.5082351311268255,0.04916119236183988,0.006913852302496469,0.012607581370046795,0.04807916514985871,0.0027772962576407953,0.3166782246732465
13268,0.15676327779498567,0.021344196531576737,0.22336838304816387,0.02092176031473452,0.20362765799809845,0.037162224076887254,0.31266717215151213,0.024145328084041358
2521,0.1575020781810689,0.026232797765093924,0.6836073144093529,0.012452156555858582,0.040377879608187076,0.02440385258187665,0.011686957791734853,0.0437369631068272
27553,0.10856928692816963,0.02988916921332451,0.18388703153130878,0.014993501119104389,0.3089312766780016,0.3135019646676363,0.00880475756970699,0.031423012292747896
